LASTUPDATEDATE,BUILDINGNAMEID,ENGLISHBUILDINGNAME,CHINESEBUILDINGNAME,NAMESTATUS,ST_CODE
2023/09/03 00:00:00,"1109612849",Ocean Centre,海洋中心,E,
2023/09/03 00:00:00,"1109612863",Police Sports and Recreation Club,警察體育遊樂會,E,
2023/09/03 00:00:00,"1109612867",,慶華大樓,O,
2023/09/03 00:00:00,"1109612888",Bo Lun Building,寶倫大廈,E,
2023/09/03 00:00:00,"1109612929",Mascot House,有成大廈,E,
2023/09/03 00:00:00,"1109612909",On Yip Commercial Building,安業商業大廈,E,
2023/09/03 00:00:00,"1109612861",Top Jade Mansion,廣基大廈,O,
2023/09/03 00:00:00,"1109612937",Elaine Court,怡寧閣,E,
2023/09/03 00:00:00,"1109612923",Lai Ming Building,麗明大廈,E,
2023/09/03 00:00:00,"1109612933",Hang Seng Mong Kok Building,恒生旺角大廈,E,
2023/09/03 00:00:00,"1109612914",Battery Street Public Toilet,炮台街公廁,E,
2023/09/03 00:00:00,"1109612939",Fitbond Mansion,捷邦樓,O,"71365"
2023/09/03 00:00:00,"1109612892",Mongkok Commercial Centre,旺角商業大廈,E,
2023/09/03 00:00:00,"1109612910",Cornwall Court,嘉禾大廈,E,
2023/09/03 00:00:00,"1109612898",Far East Bank Mongkok Building,遠東銀行（旺角）大廈,O,
2023/09/03 00:00:00,"1109612853",Kwong Yue Mansion,光裕大廈,O,"71364"
2023/09/03 00:00:00,"1109612851",Hilmanway Mansion,喜滿懷大廈,E,
2023/09/03 00:00:00,"1109612884",Dickson Building,德昇大廈,O,
2023/09/03 00:00:00,"1109612945",Lee Wah Building,利華大廈,E,
2023/09/03 00:00:00,"1109612911",Winner Mansion,永如大廈,E,
2023/09/03 00:00:00,"1109612917",Winner Mansion,永如大廈,E,
2023/09/03 00:00:00,"1109612866",Lap Tak House,立德大樓,O,"72277"
2023/09/03 00:00:00,"1109612927",Wing Fat Mansion,永發大廈,E,
2023/09/03 00:00:00,"1109612878",Wanchai Church Kei To Sch Substation,灣仔堂基道小校變電站,E,
2023/09/03 00:00:00,"1109612908",Tak Kei Building,德基大廈,O,
2023/09/03 00:00:00,"1109612934",Capital Commercial Building,富達商業大廈,E,
2023/09/03 00:00:00,"1109612871",Lap Tak House,立德大樓,O,"72277"
2023/09/03 00:00:00,"1109612930",Mascot House,有成大樓,O,
2023/09/03 00:00:00,"1109612915",Tung Wah Group Hospitals Chang Ming Thien College,東華三院張明添中學,E,"79975"
2023/09/03 00:00:00,"1109612947",Lee Wah Building,利華大廈,E,
2023/09/03 00:00:00,"1109612907",Seaview Court,海景閣,E,
2023/09/03 00:00:00,"1109612943",Tung Fook Mansion,同福樓,O,"71351"
2023/09/03 00:00:00,"1109612900",Winner Mansion,永如大廈,E,
2023/09/03 00:00:00,"1109612869",Sun Ming Building,順明大廈,E,
2023/09/03 00:00:00,"1109612904",Dao Hing Building,道興樓,O,
2023/09/03 00:00:00,"1109612902",Winner Mansion,永如大廈,E,
2023/09/03 00:00:00,"1109612895",Mong Kok Police Station,旺角警署,E,"77520"
2023/09/03 00:00:00,"1109612872",CCC Wanchai Church Kei To Primary School,中華基督教會灣仔堂基道小學,E,"71350"
2023/09/03 00:00:00,"1109612848",Kwong Yue Mansion,光裕大廈,O,"71364"
2023/09/03 00:00:00,"1109612906",Broadway Cinematheque,百老匯電影中心,E,
2023/09/03 00:00:00,"1109612852",Bijou Apartments,別樹華軒,E,
2023/09/03 00:00:00,"1109612893",Punfet Building,番發大廈,E,
2023/09/03 00:00:00,"1109612932",Hing Wah Commercial Building,慶華商業大廈,E,
2023/09/03 00:00:00,"1109612887",Hanley House,恒利大廈,E,
2023/09/03 00:00:00,"1109612899",Far East Consortium Mongkok Building,遠東發展旺角大廈,E,
2023/09/03 00:00:00,"1109612873",Silvercorp Intl Tower,銀高國際大廈,E,
2023/09/03 00:00:00,"1109612940",Po Lun Building,寶倫大樓,O,"71524"
2023/09/03 00:00:00,"1109612903",Tung Wai Building,東威大廈,E,
2023/09/03 00:00:00,"1109612860",Sun Wah Building,順華大廈,O,
2023/09/03 00:00:00,"1109612880",Man Tai House,民泰樓,E,"75036"
2023/09/03 00:00:00,"1109612876",The Marco Polo Hongkong Hotel,馬哥孛羅香港酒店,O,
2023/09/03 00:00:00,"1109612921",May May Building,美美大廈,E,
2023/09/03 00:00:00,"1109612896",Imperial Building,帝國大廈,E,
2023/09/03 00:00:00,"1109612854",Xing Hua Centre,興華中心,E,
2023/09/03 00:00:00,"1109612882",,錦利樓,E,
2023/09/03 00:00:00,"1109612951",Man Sun House,萬新大廈,E,
2023/09/03 00:00:00,"1109613020",Hang Bong Commercial Centre,恆邦商業中心,E,
2023/09/03 00:00:00,"1109612991",Chung Wo Commercial Centre,忠和商業中心,E,
2023/09/03 00:00:00,"1109613038",Wai Wah Commercial Building,偉華商業大廈,E,
2023/09/03 00:00:00,"1109612954",Man On House,民安樓,E,"75036"
2023/09/03 00:00:00,"1109613006",Victoria Building,維多利亞大廈,E,
2023/09/03 00:00:00,"1109613045",Knapwood Commercial Building,世華商業大廈,E,
2023/09/03 00:00:00,"1109612958",Saigon Street Substation,西貢街變電站,E,
2023/09/03 00:00:00,"1109613008",,傅陳潤美紀念樓,E,"79976"
2023/09/03 00:00:00,"1109613029",Ng Po House,五寶大廈,E,
2023/09/03 00:00:00,"1109612996",,福成樓,E,
2023/09/03 00:00:00,"1109612966",Sun Lee Building,新利大廈,E,
2023/09/03 00:00:00,"1109613032",Man Lee House,民利樓,E,"75036"
2023/09/03 00:00:00,"1109612994",Dun Tak Mansion,登德大廈,E,
2023/09/03 00:00:00,"1109612963",One Grand Tower,雅蘭中心一期,E,"79638"
2023/09/03 00:00:00,"1109613012",Omega Plaza,歐美廣場,E,
2023/09/03 00:00:00,"1109613015",Two Grand Tower,雅蘭中心二期,E,"79638"
2023/09/03 00:00:00,"1109613026",Tai Hang Sai 'A' Substation,大坑西變電站Ａ,E,
2023/09/03 00:00:00,"1109612984",Wu Sang House,胡社生行,E,
2023/09/03 00:00:00,"1109613044",Ealing Court,怡齡閣,E,
2023/09/03 00:00:00,"1109612995",Bijou Court,別樹一居,E,
2023/09/03 00:00:00,"1109613042",Portland Building,砵蘭街大廈,E,
2023/09/03 00:00:00,"1109613037",South Eastern House,東南唐樓,O,"80002"
2023/09/03 00:00:00,"1109612988",Ocean Building,華海廣場,E,
2023/09/03 00:00:00,"1109613025",Wing Hing Lung Building,永興隆大廈,E,"79819"
2023/09/03 00:00:00,"1109612957",Kwong On Bank Mongkok Branch Building,廣安銀行旺角分行大廈,E,
2023/09/03 00:00:00,"1109612989",Portland Street Substation,砵蘭街變電站,E,
2023/09/03 00:00:00,"1109613043",Man Lok House,民樂樓,E,"75036"
2023/09/03 00:00:00,"1109612982",38 Plaza,３８廣場,E,
2023/09/03 00:00:00,"1109613001",,福成樓,E,
2023/09/03 00:00:00,"1109612971",Cheung Ling Mansion,長寧大廈,E,
2023/09/03 00:00:00,"1109612999",The Tun Shing Mansion,敦成大廈,E,
2023/09/03 00:00:00,"1109613011",,惠芳樓,E,
2023/09/03 00:00:00,"1109612983",Hang Wan House,恒運樓,O,
2023/09/03 00:00:00,"1109613039",Lok Hing Mansion,樂興大廈,E,
2023/09/03 00:00:00,"1109613047",Wing Sheung Building,永常大樓,E,
2023/09/03 00:00:00,"1109612973",Kalok Building,家樂樓,E,
2023/09/03 00:00:00,"1109612948",Lee Wah Building,利華大廈,E,
2023/09/03 00:00:00,"1109613009",Hing Lee Commercial Building,興利大廈,E,
2023/09/03 00:00:00,"1109613002",Shanghai Street 129 Substation,上海街１２９變電站,E,
2023/09/03 00:00:00,"1109612979",Tung Po Court,東寶閣,E,
2023/09/03 00:00:00,"1109612959",Kai Yee Court,啓義閣,O,
2023/09/03 00:00:00,"1109613019",Wing Hing Lung Building,永興隆大廈,E,"79819"
2023/09/03 00:00:00,"1109612965",HSBC Building Mongkok,旺角滙豐大廈,E,
2023/09/03 00:00:00,"1109613018",Ng Po House,五寶大廈,E,
2023/09/03 00:00:00,"1109612968",United Mansion Block B,統一大廈Ｂ座,E,"79339"
2023/09/03 00:00:00,"1109612956",Multifield Centre,萬事昌中心,E,
2023/09/03 00:00:00,"1109613041",Wing Yick Building,榮益樓,E,
2023/09/03 00:00:00,"1109612980",Mee Cheong Building,美昌大廈,E,
2023/09/03 00:00:00,"1109612975",Man Tak Building,文德樓,E,"71691"
2023/09/03 00:00:00,"1109613000",Wing Kee Building,榮記大樓,E,
2023/09/03 00:00:00,"1109612992",Kam Hoi Building,金海大廈,E,
2023/09/03 00:00:00,"1109613007",Tung Fat Building,通發大廈,E,
2023/09/03 00:00:00,"1109612985",The Church of Christ in China Mangkok Church Christian Centre,中華基督教會望覺堂基督教大樓,E,
2023/09/03 00:00:00,"1109612997",,基督復臨安息日會九龍教會,E,
2023/09/03 00:00:00,"1109612970",Cheung Hing House,祥興樓,E,
2023/09/03 00:00:00,"1109613031",Nullah Road Refuse Collection Point,水渠道垃圾收集站,E,
2023/09/03 00:00:00,"1109613016",Ng Po House,五寶大廈,E,
2023/09/03 00:00:00,"1109613022",Shanghai Mansion,上海大廈,E,
2023/09/03 00:00:00,"1109613010",Yau Ma Tei Market,油麻地街市,E,
2023/09/03 00:00:00,"1109612990",Strong Good Mansion,昌好大廈,E,
2023/09/03 00:00:00,"1109613024",Ng Po House,五寶大廈,E,
2023/09/03 00:00:00,"1109613017",Silvercord Tower 1,新港中心第一座,E,"79564"
2023/09/03 00:00:00,"1109612960",Chee Sun Building,時新大廈,E,
2023/09/03 00:00:00,"1109613030",Ka Shing Building,家盛樓,E,"79820"
2023/09/03 00:00:00,"1109613034",Hong Kong Scout Centre,香港童軍中心,E,
2023/09/03 00:00:00,"1109612961",Tung Fook Mansion,同福樓,O,"71351"
2023/09/03 00:00:00,"1109613035",Ka Shing Building,家盛樓,E,"79820"
2023/09/03 00:00:00,"1109613036",Ho Yue Building,浩如樓,E,
2023/09/03 00:00:00,"1109613040",JCG Building,日本信用大廈,E,
2023/09/03 00:00:00,"1109613027",Pacific Star Building,海星大廈,E,
2023/09/03 00:00:00,"1109612986",Han Cheong Building,恆昌大廈,O,
2023/09/03 00:00:00,"1109612969",Kung Sheung Mansions,工商大廈,E,
2023/09/03 00:00:00,"1109612977",Fook Yuen Mansion,福苑,E,
2023/09/03 00:00:00,"1109612953",Foon Shing Building,寬成樓,E,
2023/09/03 00:00:00,"1109613023",Rammon House,金德行,E,
2023/09/03 00:00:00,"1109612998",Chung Fung Commercial Building,松鳳商業大廈,E,
2023/09/03 00:00:00,"1109613021",Hoi Fung Mansion,海豐大廈,E,
2023/09/03 00:00:00,"1109612949",Central Commercial Tower,中滙商業大廈,E,
2023/09/03 00:00:00,"1109612976",Silvercord Tower 2,新港中心第二座,E,"79564"
2023/09/03 00:00:00,"1109612987",David Commercial Building,大偉商業大廈,E,
2023/09/03 00:00:00,"1109613046",Heep Cheung Building,協祥大廈,O,
2023/09/03 00:00:00,"1109612955",United Mansion Block A,統一大廈Ａ座,E,"79339"
2023/09/03 00:00:00,"1109612974",Jolly Garden,俊逸豪園,E,
2023/09/03 00:00:00,"1109613126",Wo Fung House,和豐行,E,
2023/09/03 00:00:00,"1109613142",Sai Yeung Building,西洋大樓,E,
2023/09/03 00:00:00,"1109613147",Kum Lam Building,甘霖大廈,E,
2023/09/03 00:00:00,"1109613081",Former Kowloon-Canton Railway Clock Tower,前九廣鐵路鐘樓,E,
2023/09/03 00:00:00,"1109613097",The Langham Hong Kong,香港朗廷酒店,E,
2023/09/03 00:00:00,"1109613082",,碧荷樓,E,"71363"
2023/09/03 00:00:00,"1109613089",Student Residence City University of Hong Kong Hall 7,,O,"77998"
2023/09/03 00:00:00,"1109613139",Toa Tak Building,陶德大廈,E,
2023/09/03 00:00:00,"1109613110",Kam Shan Lau,金山大樓,O,
2023/09/03 00:00:00,"1109613088",Jockey Club Harmony Hall,賽馬會群萃堂,E,"77998"
2023/09/03 00:00:00,"1109613105",Kwong Ming Mansion,光明樓,E,"79829"
2023/09/03 00:00:00,"1109613135",Rex House,皇上皇新廈,O,
2023/09/03 00:00:00,"1109613136",Man Keung House,民強樓,E,"75036"
2023/09/03 00:00:00,"1109613049",South Eastern House,東南唐樓,O,"80002"
2023/09/03 00:00:00,"1109613054",Tak Yue Mansion,得如樓大廈,E,
2023/09/03 00:00:00,"1109613111",Portland Street Court,砵崙樓,E,
2023/09/03 00:00:00,"1109613095",Tak Wing House,德榮樓,E,"71693"
2023/09/03 00:00:00,"1109613121",CHI Residences 279,太極軒２７９,O,
2023/09/03 00:00:00,"1109613086",Edmund's Mansion,偉雄大廈,E,
2023/09/03 00:00:00,"1109613075",Man Shun House,民順樓,E,"75036"
2023/09/03 00:00:00,"1109613068",Hong Kong Heritage Discovery Centre,香港文物探知館,E,
2023/09/03 00:00:00,"1109613131",ECO Home,綠適天地,E,
2023/09/03 00:00:00,"1109613138",8 Waterloo Tower 1,窩打老道８號第一座,E,"79374"
2023/09/03 00:00:00,"1109613077",Po Fat Building,寶發大廈,E,
2023/09/03 00:00:00,"1109613066",Fook Sing Building,福星大廈,E,"71361"
2023/09/03 00:00:00,"1109613100",Greenview Court,翠庭閣,E,
2023/09/03 00:00:00,"1109613053",Fook Sing Building,福星大廈,E,"71361"
2023/09/03 00:00:00,"1109613071",Fook Sing Building,福星大廈,E,"71361"
2023/09/03 00:00:00,"1109613116",,鴻添大樓,E,
2023/09/03 00:00:00,"1109613115",Sun Hing Building,新興大廈,E,
2023/09/03 00:00:00,"1109613125",Hip Kwan Commercial Building,協群商業大廈,E,
2023/09/03 00:00:00,"1109613108",Plant Comm Centre,植麗素商業中心,E,
2023/09/03 00:00:00,"1109613074",Fee Tat Commercial Centre,飛達商業中心,E,
2023/09/03 00:00:00,"1109613080",Kowloon Sam Yuk Secondary School,九龍三育中學,E,
2023/09/03 00:00:00,"1109613133",Toa Tak Building,陶德大廈,E,
2023/09/03 00:00:00,"1109613124",Man Hong House,民康樓,E,"75036"
2023/09/03 00:00:00,"1109613050",Hamilton Building,咸美頓大廈,E,
2023/09/03 00:00:00,"1109613094",Lippo Sun Plaza,力寶太陽廣場,E,
2023/09/03 00:00:00,"1109613048",South Eastern House,東南唐樓,O,"80002"
2023/09/03 00:00:00,"1109613141",Sai Yeung Building,西洋大廈,E,
2023/09/03 00:00:00,"1109613118",Wing Fai Building,永輝大廈,E,
2023/09/03 00:00:00,"1109613055",Shek Kip Mei Park Stage 3 Substation,石硤尾公園第三期變電站,E,
2023/09/03 00:00:00,"1109613056",Kim Tin Building,金田樓,E,
2023/09/03 00:00:00,"1109613101",Hong Kong Heritage Discovery Centre,香港文物探知館,E,
2023/09/03 00:00:00,"1109613099",Sun Shine Centre,長盛中心,E,
2023/09/03 00:00:00,"1109613085",Argyle Centre Phase 1,旺角中心第一座,O,
2023/09/03 00:00:00,"1109613084",Argyle Centre,旺角中心,E,
2023/09/03 00:00:00,"1109613143",Kowloon Park Sports Centre,九龍公園體育館,E,"75002"
2023/09/03 00:00:00,"1109613114",,永華大廈,E,"71690"
2023/09/03 00:00:00,"1109613062",Lai To Building,麗都樓,E,
2023/09/03 00:00:00,"1109613098",,永華大廈,E,"71690"
2023/09/03 00:00:00,"1109613127",,永華大廈,E,"71690"
2023/09/03 00:00:00,"1109613103",Doubleset Commercial Centre,德寶城商業中心,E,
2023/09/03 00:00:00,"1109613061",Fook Sing Building,福星大廈,E,"71361"
2023/09/03 00:00:00,"1109613059",Hua Chiao Commercial Centre,華僑商業中心,E,
2023/09/03 00:00:00,"1109613064",C.M.A. Secondary School,香港中華廠商聯合會中學,E,"79976"
2023/09/03 00:00:00,"1109613092",Hoi Yuen Mansion,海源大廈,E,
2023/09/03 00:00:00,"1109613145",Sai Yeung Building,西洋大廈,E,
2023/09/03 00:00:00,"1109613091",Kenwood Mansion,京華大廈,E,
2023/09/03 00:00:00,"1109613073",Sang Fat Building,生發大廈,E,
2023/09/03 00:00:00,"1109613076",Chong Tak Building,創德樓,E,
2023/09/03 00:00:00,"1109613090",Max Commercial Centre,名成商業中心,E,
2023/09/03 00:00:00,"1109613083",,永華大廈,E,"71690"
2023/09/03 00:00:00,"1109613112",,鴻添大樓,E,
2023/09/03 00:00:00,"1109613104",Yue King Building,裕景樓,E,
2023/09/03 00:00:00,"1109613128",Wing Ying Building,榮英樓,E,
2023/09/03 00:00:00,"1109613065",C.M.A. Secondary School,廠商會中學,O,"79976"
2023/09/03 00:00:00,"1109613129",Wai Fung Plaza,惠豐中心,E,
2023/09/03 00:00:00,"1109613070",Yan Chi Building,恩賜大廈,E,
2023/09/03 00:00:00,"1109613137",On Ku House,安居樓,E,
2023/09/03 00:00:00,"1109613132",Grand Mansion,格蘭大廈,E,
2023/09/03 00:00:00,"1109613140",Toa Tak Building,陶德大廈,E,
2023/09/03 00:00:00,"1109613123",Lee Wai Building,利威大樓,E,
2023/09/03 00:00:00,"1109613144",Chip Lee Building,捷利大廈,E,
2023/09/03 00:00:00,"1109613087",Garden Heights,嘉慶苑,E,
2023/09/03 00:00:00,"1109613134",Rex Building,皇上皇大廈,E,
2023/09/03 00:00:00,"1109613072",Shanghai Commercial Bank Building,上海商業銀行大廈,E,
2023/09/03 00:00:00,"1109613106",Kwong Ming Mansion,光明樓,E,"79829"
2023/09/03 00:00:00,"1109613093",,美星樓,E,
2023/09/03 00:00:00,"1109613109",Kam Shan Building,金山大廈,O,
2023/09/03 00:00:00,"1109613107",Chue Jen Building,賜珍大樓,O,
2023/09/03 00:00:00,"1109613079",Wai Luen Building,位聯樓,E,
2023/09/03 00:00:00,"1109613057",Anho House,安豪樓,E,
2023/09/03 00:00:00,"1109613078",,華興大廈,E,
2023/09/03 00:00:00,"1109613067",,成堦大廈,E,
2023/09/03 00:00:00,"1109613203",Civic Commercial Building,置域商業大廈,E,
2023/09/03 00:00:00,"1109613178",Good Luck House,幸運大廈,E,"71676"
2023/09/03 00:00:00,"1109613214",Ye Fair Mansion,怡輝大樓,O,"70765"
2023/09/03 00:00:00,"1109613171","Yaumati C.P.M.S. Church, School & Kindergarten",基督教中華便以利會油麻地堂便以利學校暨幼稚園,E,
2023/09/03 00:00:00,"1109613218",Yee Fai Mansion,怡輝大樓,E,"70765"
2023/09/03 00:00:00,"1109613202",Haiphong Road Temporary Refuse Collection Point,海防道臨時垃圾站,E,
2023/09/03 00:00:00,"1109613208",TAL Building,聯業大廈,E,
2023/09/03 00:00:00,"1109613221",Shek Kip Mei Park Sports Centre,石硤尾公園體育館,E,"77522"
2023/09/03 00:00:00,"1109613200",Po Yip Building,寶業大廈,E,
2023/09/03 00:00:00,"1109613179",Lung Po House,龍普樓,E,
2023/09/03 00:00:00,"1109613187",Wah Hung House,華鴻大樓,E,
2023/09/03 00:00:00,"1109613181",Wah Hung Building,華鴻大樓,E,
2023/09/03 00:00:00,"1109613246",,國佳大廈,E,"79826"
2023/09/03 00:00:00,"1109613188",Wah Hung House,華鴻大樓,E,
2023/09/03 00:00:00,"1109613175",Sang Fat Commercial House,生發大廈,E,
2023/09/03 00:00:00,"1109613212",Yee Fai Mansion,怡輝大樓,E,"70765"
2023/09/03 00:00:00,"1109613191",Fulland Court,富寧閣,E,
2023/09/03 00:00:00,"1109613222",Shui Fung Building,兆豐大廈,E,
2023/09/03 00:00:00,"1109613152",Bank of East Asia Mongkok Building,東亞銀行旺角大廈,E,
2023/09/03 00:00:00,"1109613149",Wynne House,永利行,E,
2023/09/03 00:00:00,"1109613167",Tung Lok Mansion,東樂大樓,E,
2023/09/03 00:00:00,"1109613189",Wah Hung House,華鴻大樓,E,
2023/09/03 00:00:00,"1109613159",Student Residence City University of Hong Kong Hall 9,,O,"77998"
2023/09/03 00:00:00,"1109613164",,福德古廟,E,
2023/09/03 00:00:00,"1109613174",Hang Fook Building,恒福大廈,E,"71360"
2023/09/03 00:00:00,"1109613186",Fung Shing Court,豐盛閣,E,
2023/09/03 00:00:00,"1109613154",Liberty Mansion,寶輝閣,E,
2023/09/03 00:00:00,"1109613233",Ka Woo Building,嘉和大廈,E,
2023/09/03 00:00:00,"1109613217",Ye Fair Mansion,怡輝大樓,O,"70765"
2023/09/03 00:00:00,"1109613156",Chong Hing Square,創興廣場,E,
2023/09/03 00:00:00,"1109613215",Yee Fai Mansion,怡輝大樓,E,"70765"
2023/09/03 00:00:00,"1109613209",Regal Dragon Centre,龍匯商業大廈,E,
2023/09/03 00:00:00,"1109613229",Yee Fai Mansion,怡輝大樓,E,"70765"
2023/09/03 00:00:00,"1109613194",Hong Kong Heritage Discovery Centre,香港文物探知館,E,
2023/09/03 00:00:00,"1109613204",Ko's House,高氏大樓,E,
2023/09/03 00:00:00,"1109613244",San Diego Hotel,聖地牙哥酒店,E,
2023/09/03 00:00:00,"1109613173",Yee Fung Building,宜豐大廈,E,
2023/09/03 00:00:00,"1109613242",8 Waterloo Tower 2,窩打老道８號第二座,E,"79374"
2023/09/03 00:00:00,"1109613168",Boundary View,碧柏苑,E,
2023/09/03 00:00:00,"1109613199",,曉翠閣,E,
2023/09/03 00:00:00,"1109613176",Siu Hing Building,韶興大廈,E,
2023/09/03 00:00:00,"1109613158",Yau On Court,祐安閣,E,
2023/09/03 00:00:00,"1109613219",Welland Court,惠寧閣,O,
2023/09/03 00:00:00,"1109613220",Welland Court,蕙寧閣,E,
2023/09/03 00:00:00,"1109613232",Godown for HK Museum of History,,E,"73538"
2023/09/03 00:00:00,"1109613190",Ruby Mansion,寶石大樓,E,
2023/09/03 00:00:00,"1109613157",,錦華大廈,E,
2023/09/03 00:00:00,"1109613177",,兄弟大樓,E,
2023/09/03 00:00:00,"1109613151","Bank of East Asia Building, Mongkok",旺角東亞銀行大廈,O,
2023/09/03 00:00:00,"1109613207",Yee Fai Mansion,怡輝大樓,E,"70765"
2023/09/03 00:00:00,"1109613160",,德福大廈,O,
2023/09/03 00:00:00,"1109613234",Yau Shing Commercial Centre,友誠商業中心,E,
2023/09/03 00:00:00,"1109613153",One Peking,北京道一號,E,
2023/09/03 00:00:00,"1109613223",Good Luck House,幸運大廈,E,"71676"
2023/09/03 00:00:00,"1109613170",Righteous Centre,富時中心,E,
2023/09/03 00:00:00,"1109613243",Full Win Commercial Centre,富運商業中心,E,
2023/09/03 00:00:00,"1109613150",Hang Ying House,恒英樓,E,
2023/09/03 00:00:00,"1109613237",Good Luck House,幸運大廈,E,"71676"
2023/09/03 00:00:00,"1109613169",Po Wah Building,寶華大樓,E,
2023/09/03 00:00:00,"1109613235",Nanking Building,南京大廈,E,
2023/09/03 00:00:00,"1109613162",Hanway Commercial Centre,恆威商業中心,E,
2023/09/03 00:00:00,"1109613226",Yee Fai Mansion,怡輝大樓,E,"70765"
2023/09/03 00:00:00,"1109613211",Ye Fair Mansion,怡輝大樓,O,"70765"
2023/09/03 00:00:00,"1109613165",Wah Chi Mansion,華志大廈,E,
2023/09/03 00:00:00,"1109613183",Hong Kong Heritage Discovery Centre,香港文物探知館,E,
2023/09/03 00:00:00,"1109613230",Comfort Court,金華閣,E,
2023/09/03 00:00:00,"1109613231",Ample Building Block I-P,仁寶大廈Ｉ－Ｐ座,E,"79323"
2023/09/03 00:00:00,"1109613161",Bow On Building,寶安大廈,E,
2023/09/03 00:00:00,"1109613247",San Diego Hotel,聖地牙哥酒店,E,
2023/09/03 00:00:00,"1109613148",Shun Ho Lau,順好樓,E,
2023/09/03 00:00:00,"1109613196",Bik Lan House,碧蘭大樓,E,
2023/09/03 00:00:00,"1109613206",Ye Fair Mansion,怡輝大樓,O,"70765"
2023/09/03 00:00:00,"1109613238",Prince House,皇太子大廈,E,
2023/09/03 00:00:00,"1109613225",Ye Fair Mansion,怡輝大樓,O,"70765"
2023/09/03 00:00:00,"1109613236",Cheong Mow Building,昌茂大廈,O,
2023/09/03 00:00:00,"1109613185",Kam Fai Building,金輝大廈,E,
2023/09/03 00:00:00,"1109613239",Tai Hang Sai 'B' Substation,大坑西變電站Ｂ,E,
2023/09/03 00:00:00,"1109613240",Flatiron Court,富亨閣,E,
2023/09/03 00:00:00,"1109613228",Ye Fair Mansion,怡輝大樓,O,"70765"
2023/09/03 00:00:00,"1109613197",King Wah Centre,瓊華中心,E,
2023/09/03 00:00:00,"1109613260",Wing On House,永安樓,O,"71362"
2023/09/03 00:00:00,"1109613298",Man Hing House,民興樓,E,"75036"
2023/09/03 00:00:00,"1109613330",Kam Ming Court,金明閣,E,
2023/09/03 00:00:00,"1109613319",Kamly Court,金利閣,E,
2023/09/03 00:00:00,"1109613322",Mongkok City Centre,旺角城市中心,E,
2023/09/03 00:00:00,"1109613308",Cheng Hong Building,正康大樓,E,
2023/09/03 00:00:00,"1109613264",Lee Shau Kee Hall,李兆基堂,E,"77998"
2023/09/03 00:00:00,"1109613267",Fu Cheong Building,富昌大廈,E,
2023/09/03 00:00:00,"1109613256",Shek Kip Mei Park Substation,石硤尾公園變電站,E,
2023/09/03 00:00:00,"1109613335",Hong Shun Building,康信大廈,E,
2023/09/03 00:00:00,"1109613331",Kowloon Centre,九龍中心,E,
2023/09/03 00:00:00,"1109613324",Wang On Building,宏安大廈,E,
2023/09/03 00:00:00,"1109613271",Lok Fu Mansion,樂富大廈,E,
2023/09/03 00:00:00,"1109613311",,東寶大廈,E,
2023/09/03 00:00:00,"1109613332",Po Lok Mansion,寶樂大樓,E,
2023/09/03 00:00:00,"1109613275",Wah Mei Building,華美樓,E,"79825"
2023/09/03 00:00:00,"1109613287",,安成大廈,E,
2023/09/03 00:00:00,"1109613283",Kiu Hay Mansion,僑熹樓,E,
2023/09/03 00:00:00,"1109613307",Real Sight Commercial Building,利際商業大廈,E,
2023/09/03 00:00:00,"1109613315",Kai Wan Building,啓運大廈,E,
2023/09/03 00:00:00,"1109613299",Boeing Mansion,保寧大廈,O,
2023/09/03 00:00:00,"1109613262",Yau Shing Building,友誠大廈,E,
2023/09/03 00:00:00,"1109613345",Nathan Centre,彌敦中心,E,
2023/09/03 00:00:00,"1109613288",Wah Mei Building,華美樓,E,"79825"
2023/09/03 00:00:00,"1109613282",Wah Mei Building,華美樓,E,"79825"
2023/09/03 00:00:00,"1109613310",Luen Hing Building,聯興大廈,E,
2023/09/03 00:00:00,"1109613344",Chun Po House,珍寶樓,E,
2023/09/03 00:00:00,"1109613265",Student Residence City University of Hong Kong Hall 6,,O,"77998"
2023/09/03 00:00:00,"1109613291",Chee Sing Building,時勝大廈,E,
2023/09/03 00:00:00,"1109613294",Siu Yip House,兆業大廈,E,
2023/09/03 00:00:00,"1109613268",Good Hope Building,好望角大廈,E,
2023/09/03 00:00:00,"1109613325",Tai Hang Tung Community Centre,大坑東社區中心,E,"71547"
2023/09/03 00:00:00,"1109613336",Po On Building,寶安大樓,E,
2023/09/03 00:00:00,"1109613277",Right Time Building,運泰大廈,E,
2023/09/03 00:00:00,"1109613304",Luen Hing Building,聯興大廈,E,
2023/09/03 00:00:00,"1109613318",Agatha House,嘉泰大樓,E,"71359"
2023/09/03 00:00:00,"1109613261",Bank Of Communications Building,交通銀行大廈,E,
2023/09/03 00:00:00,"1109613317",Agatha House,嘉泰大樓,E,"71359"
2023/09/03 00:00:00,"1109613293",Siu Yip Building,兆業大廈,O,
2023/09/03 00:00:00,"1109613347",Haven Mansion,顯發大廈,E,
2023/09/03 00:00:00,"1109613281",,安成大廈,E,
2023/09/03 00:00:00,"1109613302",Hydan Place,海德中心,O,
2023/09/03 00:00:00,"1109613254",Woosung House,吳淞大樓,O,
2023/09/03 00:00:00,"1109613290",Kowloon Building,九龍行,E,
2023/09/03 00:00:00,"1109613279",Wing Wong Commercial Building,永旺行,E,
2023/09/03 00:00:00,"1109613342",Sing On Building,成安大樓,O,
